order_id,customer_id,cust_type,product_code,plant_id,order_date,delivery_date,order_quantity,order_value,order_status,geo_region,geo_zone,sbu_id,sbu_grp,org_unit,gbe_id,shipment_id,handled_by,customer_segment,customer_priority,material_num,discount,payment_type,tax_applied,freight_cost,currency,exchange_rate,order_fulfilled_by,returns,is_expedited
229,1797,Wholesale,915,30,2024-08-16,2024-08-20,24,6358.944317764095,Delivered,West,Zone3,75,GroupB,Unit1,5675,10476,AgentA,Large,Medium,21481,0.17481131262779578,Card,8.712639837322731,352.6917688373787,INR,1.061851339810782,Warehouse2,4,True
230,1957,Retail,780,61,2024-08-17,2024-08-21,19,3797.8497513069065,Cancelled,West,Zone2,47,GroupA,Unit2,5658,10214,AgentB,Large,Medium,31217,0.19955687756401297,UPI,13.496308885454324,177.38510785718674,USD,1.2875578222389503,Warehouse2,2,True
231,1330,Wholesale,880,64,2024-08-18,2024-08-22,37,2787.837666400492,Cancelled,North,Zone1,40,GroupB,Unit3,5902,10684,AgentB,Small,Medium,47153,0.04893723762465452,UPI,13.522356712440653,222.25675399818476,USD,1.1008164576125001,Warehouse3,1,True
232,1639,Retail,462,35,2024-08-19,2024-08-23,85,2394.6575438645655,Pending,North,Zone2,35,GroupA,Unit3,5665,10734,AgentA,Small,Low,24755,0.16844991703984682,UPI,12.701761410317992,80.2415754863235,USD,1.1834891799689637,Warehouse3,4,True
233,1505,Retail,656,77,2024-08-20,2024-08-24,8,3254.228731359711,Cancelled,West,Zone1,38,GroupC,Unit2,5462,10551,AgentA,Small,Medium,34914,0.16460566175915292,NetBanking,6.295590723043667,92.36774940563882,INR,0.9422188738853539,Warehouse1,3,True
234,1347,Retail,444,43,2024-08-21,2024-08-25,28,9045.22858998205,Cancelled,South,Zone1,76,GroupC,Unit3,5366,10496,AgentC,Medium,Medium,45592,0.04618807184414675,NetBanking,17.93723369086249,90.50335808799235,INR,0.8602882432027602,Warehouse3,4,True
235,1472,Retail,792,61,2024-08-22,2024-08-26,5,868.6436822889347,Pending,South,Zone1,87,GroupC,Unit1,5549,10693,AgentA,Small,Low,36269,0.019687509800198157,UPI,10.205413995220756,73.987315205042,USD,1.1340561627264543,Warehouse3,0,False
236,1230,Retail,269,91,2024-08-23,2024-08-27,17,8305.825634904291,Pending,North,Zone1,34,GroupA,Unit3,5642,10502,AgentA,Large,High,48732,0.19588410273551993,UPI,13.297262810160856,97.99480196947378,INR,1.0521751783768016,Warehouse3,1,True
237,1189,Wholesale,455,61,2024-08-24,2024-08-28,36,3554.0117429140532,Cancelled,North,Zone1,57,GroupA,Unit1,5869,10781,AgentA,Medium,Low,34555,0.059204910304122074,Card,16.514902023464053,109.31721926339523,USD,1.0120905707471466,Warehouse2,0,True
238,1224,Retail,290,38,2024-08-25,2024-08-29,19,5263.834020512446,Delivered,North,Zone2,74,GroupB,Unit3,5254,10698,AgentB,Medium,Medium,29874,0.17417835809356122,NetBanking,10.502750349457873,64.80451246084013,EUR,1.2380537560756983,Warehouse1,1,False
239,1384,Retail,766,47,2024-08-26,2024-08-30,64,7965.407773120058,Cancelled,East,Zone1,62,GroupB,Unit1,5207,10244,AgentC,Medium,Low,46535,0.000825430934920779,NetBanking,15.061025738472132,323.72775372327123,INR,1.2524053056089088,Warehouse3,3,True
240,1376,Wholesale,521,51,2024-08-27,2024-08-31,91,8855.327815527417,Cancelled,East,Zone2,76,GroupB,Unit1,5449,10477,AgentB,Medium,High,17925,0.004204961443920441,Card,17.633717520832278,495.2967519452778,INR,0.7367360448730104,Warehouse3,2,True
241,1282,Retail,799,30,2024-08-28,2024-09-01,98,3513.3360587192055,Delivered,North,Zone3,99,GroupB,Unit2,5094,10308,AgentC,Large,High,13107,0.09317426173927368,UPI,9.666151883289627,440.8015048796055,EUR,0.9709955953949376,Warehouse3,2,False
242,1957,Wholesale,106,51,2024-08-29,2024-09-02,11,4672.250464623592,Delivered,South,Zone1,27,GroupB,Unit1,5859,10230,AgentB,Large,High,30852,0.04774293678701272,UPI,10.268504413025576,32.345334674782244,EUR,1.029411640181102,Warehouse2,1,True
243,1632,Wholesale,232,22,2024-08-30,2024-09-03,54,4203.709041686244,Pending,North,Zone2,18,GroupA,Unit2,5838,10382,AgentA,Small,High,40183,0.13796825668719287,Card,16.77248876695539,217.29881650639516,EUR,0.7775137289313344,Warehouse2,4,False
244,1627,Wholesale,846,73,2024-08-31,2024-09-04,45,231.18523168871442,Pending,East,Zone3,47,GroupA,Unit3,5477,10154,AgentB,Medium,High,37617,0.11311286511359087,UPI,7.075357281597379,431.0621838240584,USD,0.8887206933586307,Warehouse1,0,False
245,1972,Retail,656,26,2024-09-01,2024-09-05,47,3029.8345997007004,Cancelled,South,Zone3,96,GroupC,Unit3,5682,10174,AgentB,Small,High,18722,0.01549715949009829,UPI,5.37173289867275,75.99066081607825,USD,0.7413134377782052,Warehouse1,3,True
246,1744,Retail,925,18,2024-09-02,2024-09-06,12,4645.973413952362,Delivered,East,Zone3,30,GroupC,Unit3,5761,10847,AgentC,Large,Medium,32631,0.032525659263143415,Card,16.815557063038455,425.34612185950095,EUR,1.4969936788936165,Warehouse2,4,False
247,1258,Retail,860,50,2024-09-03,2024-09-07,21,4169.826727916354,Pending,South,Zone2,74,GroupC,Unit1,5189,10114,AgentC,Medium,Medium,41622,0.07760985401168286,Card,15.680690463528544,300.42331254057063,USD,1.2892457623758755,Warehouse3,2,False
248,1358,Wholesale,130,10,2024-09-04,2024-09-08,11,7247.099352405226,Cancelled,East,Zone1,30,GroupC,Unit3,5710,10389,AgentB,Large,Low,17883,0.03712081279108664,Card,17.643579423167317,466.3362907720948,INR,0.7699601252022029,Warehouse3,4,False
249,1709,Retail,634,11,2024-09-05,2024-09-09,92,3909.555810488922,Delivered,South,Zone1,36,GroupA,Unit3,5483,10310,AgentC,Small,Medium,29708,0.15844446944878574,UPI,5.757091175238817,439.2591659895683,EUR,0.7161995038320736,Warehouse1,0,False
250,1455,Retail,525,69,2024-09-06,2024-09-10,5,4944.826844809635,Cancelled,South,Zone2,79,GroupA,Unit2,5732,10992,AgentC,Large,High,27197,0.08321404711065601,Card,7.030305295732834,341.7468178087716,INR,1.2754302401218243,Warehouse3,2,True
251,1410,Retail,493,57,2024-09-07,2024-09-11,81,4353.125062110397,Pending,South,Zone1,53,GroupA,Unit2,5535,10299,AgentC,Medium,Medium,31134,0.018686373368499855,UPI,6.3690632681675154,332.3331033376208,USD,1.0513537325461335,Warehouse2,1,False
252,1648,Wholesale,771,38,2024-09-08,2024-09-12,56,7432.198874054268,Pending,South,Zone2,37,GroupB,Unit3,5755,10017,AgentC,Medium,Low,43550,0.09686858045442498,NetBanking,13.88440971981822,114.450459172035,EUR,1.3294373672516608,Warehouse1,3,False
253,1317,Wholesale,462,19,2024-09-09,2024-09-13,20,8643.42674997093,Delivered,West,Zone1,54,GroupB,Unit3,5422,10783,AgentC,Small,High,24642,0.018167636212282835,NetBanking,12.878130958712863,67.20895390742419,USD,1.438780830254707,Warehouse2,3,True
254,1676,Retail,536,67,2024-09-10,2024-09-14,41,5365.70188217439,Cancelled,East,Zone3,26,GroupC,Unit1,5835,10011,AgentB,Medium,Medium,30439,0.025787461083963438,Card,9.671357592034376,213.5427806847112,INR,1.179440311213098,Warehouse2,2,False
255,1224,Retail,769,69,2024-09-11,2024-09-15,46,7915.378722532392,Delivered,East,Zone1,49,GroupB,Unit1,5639,10403,AgentC,Large,Medium,42243,0.04792196640564106,UPI,5.746505232229185,101.42421935163112,USD,0.8496867383338024,Warehouse3,1,True
256,1818,Retail,650,30,2024-09-12,2024-09-16,12,3038.188151996521,Pending,West,Zone2,12,GroupA,Unit3,5604,10812,AgentA,Large,Low,34583,0.17190554104949796,UPI,13.315605792605032,60.18419166210189,INR,1.3257552288371621,Warehouse2,0,False
257,1233,Retail,181,37,2024-09-13,2024-09-17,70,5459.55914055696,Pending,South,Zone2,85,GroupC,Unit2,5811,10703,AgentB,Large,High,38349,0.1849225064665944,UPI,12.411566306495736,158.14009930371782,USD,1.4646493945394996,Warehouse2,3,True
258,1683,Wholesale,455,84,2024-09-14,2024-09-18,17,3517.776541332727,Cancelled,South,Zone3,85,GroupC,Unit3,5132,10231,AgentB,Large,Low,24002,0.16525154586641383,Card,6.467741743788005,431.6400719703578,INR,1.1641850296479648,Warehouse3,2,False
259,1663,Wholesale,357,43,2024-09-15,2024-09-19,19,4200.58916316112,Cancelled,East,Zone2,75,GroupB,Unit1,5054,10954,AgentB,Small,High,29523,0.06681544348356945,UPI,16.815826158158284,18.402595468997,USD,1.2455979578245868,Warehouse2,3,True
260,1974,Wholesale,817,17,2024-09-16,2024-09-20,26,7350.897261645418,Cancelled,West,Zone1,55,GroupC,Unit2,5988,10604,AgentC,Large,High,15007,0.05448928822176633,UPI,7.586346225735877,153.39246404386606,EUR,0.9699797560293384,Warehouse3,1,False
261,1826,Wholesale,688,68,2024-09-17,2024-09-21,48,8828.458575093857,Delivered,South,Zone1,95,GroupB,Unit2,5509,10989,AgentA,Small,Medium,30435,0.10983113815804785,UPI,14.665618977870134,217.78557075510122,EUR,1.005222155728249,Warehouse2,0,True
262,1373,Retail,623,95,2024-09-18,2024-09-22,52,1302.8043717688777,Cancelled,South,Zone3,96,GroupB,Unit1,5669,10729,AgentC,Large,Low,35093,0.14437063210662246,NetBanking,16.50598621305833,260.17917731149043,USD,1.287723598282451,Warehouse3,1,True
263,1671,Retail,394,81,2024-09-19,2024-09-23,96,6382.928639225067,Cancelled,South,Zone2,39,GroupC,Unit3,5540,10277,AgentB,Small,Low,21294,0.19867455763203498,UPI,12.53317487901821,98.97297910766473,INR,1.4422168787254552,Warehouse3,4,True
264,1607,Retail,323,58,2024-09-20,2024-09-24,70,5863.223695020205,Pending,North,Zone3,78,GroupB,Unit3,5409,10352,AgentB,Large,Low,48405,0.026314142375785245,NetBanking,8.209035768877268,482.4678979206352,USD,1.2031907097794816,Warehouse1,1,True
265,1471,Wholesale,624,88,2024-09-21,2024-09-25,55,1272.3088878417257,Pending,West,Zone1,18,GroupB,Unit3,5210,10998,AgentB,Large,High,20908,0.009858399804760887,UPI,9.020230729126837,293.64779135037287,EUR,1.3318783267882779,Warehouse2,1,True
266,1232,Retail,145,26,2024-09-22,2024-09-26,75,2197.75387135708,Cancelled,South,Zone3,94,GroupB,Unit1,5665,10302,AgentB,Small,Low,22699,0.1388711777990542,UPI,16.51471793834482,265.8341680579516,INR,0.8373080139322984,Warehouse2,3,False
267,1691,Wholesale,766,69,2024-09-23,2024-09-27,33,3178.924697853535,Cancelled,North,Zone2,20,GroupB,Unit2,5292,10540,AgentC,Medium,High,44633,0.1664451567007811,UPI,8.8773430328943,14.323068575867168,USD,0.8695672722063787,Warehouse1,1,False
268,1112,Wholesale,212,96,2024-09-24,2024-09-28,62,1752.6176010932645,Pending,West,Zone3,78,GroupC,Unit1,5986,10469,AgentA,Medium,Low,11376,0.16926975597328464,NetBanking,14.700476283124956,248.00053590404346,USD,1.125627749466712,Warehouse3,2,True
269,1829,Retail,332,97,2024-09-25,2024-09-29,88,2512.9218769909835,Cancelled,South,Zone2,75,GroupA,Unit3,5733,10812,AgentA,Medium,Low,24255,0.13569270981543213,UPI,17.87214775932027,420.45860843304024,INR,0.8412433537942724,Warehouse3,3,True
270,1496,Retail,116,54,2024-09-26,2024-09-30,23,2749.2479087309043,Delivered,East,Zone2,97,GroupA,Unit1,5114,10076,AgentB,Small,Medium,23647,0.19080316082383741,Card,17.997617351714812,117.62582609510892,USD,1.2079960561767389,Warehouse1,3,False
271,1441,Retail,459,92,2024-09-27,2024-10-01,15,3423.1709470866904,Delivered,North,Zone1,40,GroupB,Unit2,5948,10520,AgentA,Medium,Low,48176,0.10220095270891738,UPI,11.935236727501309,182.09170850934237,EUR,0.9333225483157591,Warehouse1,4,False
272,1563,Wholesale,322,78,2024-09-28,2024-10-02,27,7518.965482731474,Delivered,North,Zone1,42,GroupB,Unit1,5669,10023,AgentB,Medium,Medium,18163,0.1827629596672425,NetBanking,15.74522535821927,20.08001769697082,EUR,1.3332260949335135,Warehouse3,2,True
273,1267,Retail,965,41,2024-09-29,2024-10-03,75,5761.930818120947,Cancelled,South,Zone1,48,GroupB,Unit3,5258,10014,AgentB,Small,Medium,49051,0.19356242739830462,NetBanking,17.873248282975595,488.69448197455966,INR,1.3464882772914748,Warehouse3,1,False
274,1509,Wholesale,799,53,2024-09-30,2024-10-04,64,9863.842052318874,Pending,South,Zone2,55,GroupA,Unit2,5762,10675,AgentA,Medium,High,44744,0.16943149140062155,Card,9.870747567945768,42.65938059274,USD,1.0710299646042825,Warehouse1,4,True
275,1806,Retail,547,74,2024-10-01,2024-10-05,81,4205.884686977963,Cancelled,North,Zone3,46,GroupB,Unit1,5121,10524,AgentB,Medium,Low,16443,0.061951712651724125,Card,8.281324605913976,450.128350715689,USD,0.8446485080301082,Warehouse2,2,True
276,1385,Wholesale,955,96,2024-10-02,2024-10-06,51,7563.264230985557,Cancelled,East,Zone2,69,GroupC,Unit1,5298,10346,AgentA,Medium,Low,23324,0.03924313023405906,Card,6.485033625948382,163.36397994842278,EUR,1.217419968865546,Warehouse3,4,True
277,1386,Wholesale,464,17,2024-10-03,2024-10-07,53,8727.537371627684,Pending,East,Zone1,40,GroupC,Unit2,5774,10171,AgentB,Small,Low,31143,0.10962401299636369,NetBanking,6.83169529495064,297.90263697308046,INR,1.4942296146108691,Warehouse1,0,False
278,1112,Retail,774,86,2024-10-04,2024-10-08,78,6821.887081076615,Pending,West,Zone1,20,GroupC,Unit2,5380,10868,AgentA,Small,Medium,14920,0.09060295007603769,UPI,16.096232727068625,342.8646145833416,INR,1.1980727183540187,Warehouse2,1,True
279,1612,Wholesale,425,81,2024-10-05,2024-10-09,91,4177.46093013321,Pending,South,Zone3,96,GroupA,Unit3,5560,10326,AgentB,Medium,Low,27375,0.1755516684385466,UPI,12.653400173991962,79.00629204124611,INR,0.7286197525712063,Warehouse2,4,False
280,1624,Wholesale,566,96,2024-10-06,2024-10-10,82,7560.586844382954,Delivered,East,Zone1,11,GroupB,Unit2,5888,10711,AgentA,Medium,High,47996,0.020006334213430746,Card,16.35821928010232,227.44209511236437,EUR,0.713835180613666,Warehouse2,0,False
281,1951,Retail,513,52,2024-10-07,2024-10-11,92,2116.30466394958,Cancelled,West,Zone1,36,GroupB,Unit3,5840,10484,AgentB,Small,High,21748,0.051548012262303725,Card,15.26291615741819,169.47838912085476,EUR,0.9562895763938449,Warehouse2,1,False
282,1080,Wholesale,554,10,2024-10-08,2024-10-12,51,3342.766435283311,Pending,East,Zone1,11,GroupB,Unit1,5500,10488,AgentB,Medium,Low,38535,0.15035978890374171,UPI,13.758680190624231,37.73520814667802,INR,0.8566270454883238,Warehouse1,4,False
283,1698,Retail,685,60,2024-10-09,2024-10-13,47,5512.1840254829585,Cancelled,South,Zone3,30,GroupA,Unit3,5296,10461,AgentB,Small,Medium,25715,0.01899732899546243,Card,12.92105849478919,418.26489065265855,INR,1.3504409657146466,Warehouse3,4,True
284,1112,Wholesale,332,33,2024-10-10,2024-10-14,4,5796.552934132868,Delivered,West,Zone2,67,GroupA,Unit1,5361,10377,AgentA,Medium,High,16450,0.06415288280434005,UPI,5.628405754315208,32.13220068376408,USD,1.3758445336288003,Warehouse2,4,True
285,1001,Retail,323,33,2024-10-11,2024-10-15,7,319.20060717903164,Delivered,West,Zone1,14,GroupA,Unit2,5588,10587,AgentC,Small,High,35010,0.07743107881079664,UPI,16.339577548041497,330.0964001470947,USD,0.9068950170483809,Warehouse2,4,False
286,1641,Retail,930,26,2024-10-12,2024-10-16,35,9456.630468684487,Pending,West,Zone3,61,GroupA,Unit1,5462,10163,AgentB,Large,Medium,10020,0.124518759312538,UPI,10.431946801836286,163.89791444572504,INR,0.9605158215599141,Warehouse1,3,True
287,1219,Wholesale,511,14,2024-10-13,2024-10-17,48,6996.6099850521605,Pending,East,Zone1,54,GroupC,Unit2,5437,10371,AgentB,Large,High,24717,0.03162652914387292,UPI,12.277229141928096,104.14337032891463,EUR,0.8889975741720917,Warehouse2,4,False
288,1565,Wholesale,671,29,2024-10-14,2024-10-18,73,5007.467127295721,Cancelled,South,Zone3,94,GroupA,Unit1,5126,10572,AgentA,Small,Medium,19664,0.1721208980699419,NetBanking,5.285395524401269,336.8721651544172,EUR,1.4267060378970111,Warehouse1,3,True
289,1854,Wholesale,434,30,2024-10-15,2024-10-19,72,9337.959620642252,Pending,West,Zone1,29,GroupA,Unit1,5196,10999,AgentB,Large,High,11099,0.08950844709325485,UPI,17.16895552421623,291.52348011784085,USD,1.1021194676978259,Warehouse1,3,True
290,1996,Wholesale,321,67,2024-10-16,2024-10-20,45,4447.046095983202,Cancelled,North,Zone3,70,GroupA,Unit1,5220,10976,AgentB,Medium,Medium,33225,0.1834043423761113,Card,16.73562599419602,164.47556611366664,INR,1.224909635265616,Warehouse3,0,True
291,1735,Wholesale,136,40,2024-10-17,2024-10-21,81,9806.31214567668,Pending,South,Zone1,47,GroupB,Unit1,5994,10423,AgentB,Small,High,12637,0.09357398272678633,Card,12.062614388935373,261.35076664702717,EUR,1.0323856693596827,Warehouse2,1,True
292,1224,Retail,377,20,2024-10-18,2024-10-22,81,5171.619096710502,Cancelled,North,Zone2,29,GroupB,Unit3,5090,10756,AgentB,Small,Low,29797,0.055008051788146675,Card,12.505051231188647,130.65617959104264,EUR,1.204811354803625,Warehouse3,3,True
293,1384,Wholesale,295,61,2024-10-19,2024-10-23,97,1231.4291229799967,Cancelled,North,Zone1,34,GroupB,Unit1,5410,10476,AgentC,Medium,High,20807,0.02836576573753498,Card,14.165223761245352,433.2112649113192,EUR,1.008684301377389,Warehouse1,2,True
294,1402,Retail,963,24,2024-10-20,2024-10-24,96,7671.529627346845,Cancelled,West,Zone3,11,GroupC,Unit3,5007,10381,AgentC,Medium,High,27738,0.0007490189422569627,NetBanking,8.441033653669951,163.7712023603092,EUR,0.9717427501833804,Warehouse2,3,False
295,1637,Retail,583,92,2024-10-21,2024-10-25,72,6821.087478270621,Cancelled,West,Zone1,41,GroupC,Unit2,5543,10154,AgentB,Small,Low,16402,0.10643149699696713,UPI,7.884903095272933,130.1249844802504,USD,1.2075840585387843,Warehouse1,2,True
296,1129,Wholesale,341,16,2024-10-22,2024-10-26,19,7752.568540925309,Delivered,East,Zone2,35,GroupA,Unit2,5467,10256,AgentB,Medium,Low,14521,0.021431339385384687,UPI,13.762298305821226,378.39851841922905,EUR,1.1728496624391913,Warehouse1,0,True
297,1052,Retail,423,37,2024-10-23,2024-10-27,63,9519.276084384242,Cancelled,East,Zone1,79,GroupB,Unit3,5319,10755,AgentB,Small,Low,18382,0.07834555272623565,Card,6.357491800065806,18.620319117018294,EUR,0.9348223633343596,Warehouse1,2,True
298,1683,Retail,830,60,2024-10-24,2024-10-28,38,7787.244096245079,Pending,East,Zone3,50,GroupC,Unit2,5393,10673,AgentC,Medium,Low,47121,0.11785435224741735,Card,10.90280606140395,141.3257487221769,INR,0.8194787602555786,Warehouse2,0,False
299,1729,Retail,291,67,2024-10-25,2024-10-29,67,6152.232361944804,Delivered,South,Zone3,76,GroupB,Unit2,5268,10067,AgentC,Small,Medium,25065,0.05513717938054006,Card,11.40588551198817,193.94365811907485,INR,0.9948613550705101,Warehouse1,0,True
300,1671,Retail,116,14,2024-10-26,2024-10-30,59,8587.358133372325,Delivered,East,Zone2,10,GroupC,Unit1,5190,10343,AgentA,Medium,Medium,29934,0.03504485847322305,UPI,9.957380699897184,442.2966012777771,USD,1.0321581113135274,Warehouse1,0,True
301,1709,Wholesale,623,14,2024-10-27,2024-10-31,69,6765.1397496098625,Cancelled,North,Zone3,60,GroupC,Unit1,5860,10276,AgentA,Medium,High,24425,0.15494432452186835,NetBanking,7.408486284070551,475.71648324868863,USD,1.2029474667396838,Warehouse2,2,True
302,1415,Retail,500,17,2024-10-28,2024-11-01,13,4140.378662576639,Delivered,East,Zone1,14,GroupA,Unit1,5674,10672,AgentB,Large,High,23111,0.18935823445632413,NetBanking,9.61911143622961,361.0742037878354,USD,1.431623010909491,Warehouse3,2,False
303,1246,Wholesale,985,73,2024-10-29,2024-11-02,47,8867.635665993555,Cancelled,West,Zone1,22,GroupA,Unit3,5060,10390,AgentB,Large,High,25510,0.020088083572393202,NetBanking,9.38824429628585,251.34057269473328,USD,0.7289478380263401,Warehouse1,0,True
304,1835,Wholesale,804,19,2024-10-30,2024-11-03,61,2296.8145617652913,Pending,East,Zone1,28,GroupC,Unit3,5437,10448,AgentC,Large,Medium,47851,0.031118064877001573,NetBanking,11.490453770433755,323.90455903826745,EUR,0.8949288100334759,Warehouse3,0,False
305,1438,Retail,121,47,2024-10-31,2024-11-04,31,7174.94862159637,Cancelled,South,Zone3,21,GroupA,Unit2,5263,10258,AgentB,Medium,High,18816,0.19200253145054375,Card,13.770850940520752,212.8605153238532,INR,0.8549727538236482,Warehouse3,1,False
306,1202,Wholesale,573,90,2024-11-01,2024-11-05,80,8827.478203913493,Delivered,South,Zone1,57,GroupC,Unit1,5796,10306,AgentB,Small,High,22317,0.0075568443624492556,UPI,17.587056605840218,156.42465760584724,EUR,1.1018355269550268,Warehouse3,0,True
307,1183,Wholesale,219,17,2024-11-02,2024-11-06,96,7340.033545062633,Pending,North,Zone1,34,GroupC,Unit3,5094,10846,AgentC,Medium,Medium,12175,0.19552646731009446,Card,6.8741223822662665,475.83715338841796,EUR,1.0437606456345279,Warehouse3,4,True
308,1122,Wholesale,309,34,2024-11-03,2024-11-07,22,7003.026648633184,Cancelled,South,Zone1,66,GroupB,Unit3,5552,10094,AgentC,Large,High,21341,0.0009288966169977542,NetBanking,16.349222429234064,66.54121221486267,EUR,1.2832300990561507,Warehouse3,1,False
309,1400,Retail,405,82,2024-11-04,2024-11-08,93,7551.119111311176,Pending,East,Zone2,44,GroupA,Unit1,5925,10949,AgentC,Medium,Medium,35654,0.17473373113026627,Card,8.694314005073412,179.73284834455342,INR,0.893932730035891,Warehouse3,1,False
310,1766,Wholesale,369,75,2024-11-05,2024-11-09,86,4704.046958176379,Pending,West,Zone3,85,GroupA,Unit3,5469,10463,AgentC,Large,Medium,31608,0.06146503619754991,NetBanking,12.687846010018273,450.55359038069065,USD,1.1755986925998068,Warehouse2,1,True
311,1293,Wholesale,803,88,2024-11-06,2024-11-10,43,8754.289753354557,Delivered,South,Zone3,14,GroupA,Unit1,5660,10969,AgentA,Large,Low,27579,0.18771777163545933,UPI,12.107580323790284,364.3393009878343,USD,1.4070858108799675,Warehouse2,4,True
312,1279,Wholesale,786,59,2024-11-07,2024-11-11,67,2114.0211038473026,Pending,North,Zone3,31,GroupB,Unit2,5715,10245,AgentC,Small,Low,40194,0.0633890577271171,NetBanking,12.240329442167418,24.25971114825853,INR,1.4285421919346437,Warehouse3,1,False
313,1836,Retail,384,76,2024-11-08,2024-11-12,54,1361.125518403359,Delivered,East,Zone2,86,GroupB,Unit2,5778,10732,AgentC,Small,Medium,44837,0.1308612643068112,Card,14.403661952344567,21.31883997788109,INR,1.467027683780025,Warehouse2,1,False
314,1883,Wholesale,815,58,2024-11-09,2024-11-13,10,2926.5369231732643,Pending,North,Zone3,66,GroupB,Unit2,5513,10634,AgentB,Large,Medium,13358,0.01600651395318733,UPI,9.961947974736947,263.0911066860416,USD,1.318608921663991,Warehouse2,2,False
315,1609,Retail,775,45,2024-11-10,2024-11-14,42,5362.616228072432,Cancelled,South,Zone2,56,GroupA,Unit1,5689,10186,AgentB,Large,Low,28822,0.0484659622907478,NetBanking,9.148299522079123,247.28399755271062,EUR,1.424790325007132,Warehouse3,2,False
316,1197,Retail,862,77,2024-11-11,2024-11-15,64,5154.561774552447,Pending,South,Zone2,63,GroupA,Unit3,5936,10773,AgentB,Medium,High,47012,0.15473586929585015,NetBanking,16.086849451411204,227.06585394159595,USD,0.8876246975882194,Warehouse3,0,True
317,1981,Retail,326,87,2024-11-12,2024-11-16,21,8223.927700998207,Cancelled,North,Zone3,12,GroupA,Unit2,5193,10924,AgentA,Large,High,29727,0.10573717073576394,UPI,7.861235523565513,158.14844330111436,INR,0.8580647554803815,Warehouse1,0,False
318,1906,Retail,480,50,2024-11-13,2024-11-17,80,4105.229698399772,Cancelled,East,Zone1,62,GroupB,Unit2,5481,10784,AgentC,Medium,High,44579,0.18559381235740896,Card,7.34319848504486,493.45297270868315,USD,0.7051904670244211,Warehouse2,3,True
319,1510,Retail,559,98,2024-11-14,2024-11-18,76,4895.009820285935,Pending,South,Zone1,93,GroupB,Unit2,5898,10372,AgentC,Large,Medium,41018,0.08575028166827087,UPI,5.2028966765183915,143.2737882618569,USD,1.2654754859432786,Warehouse3,4,False
320,1751,Retail,106,71,2024-11-15,2024-11-19,66,232.3400642680168,Cancelled,West,Zone3,40,GroupC,Unit3,5335,10571,AgentA,Small,Low,26555,0.17396247316278463,Card,7.737511166379428,250.11970115587533,USD,1.4499737502509955,Warehouse2,2,False
321,1143,Wholesale,128,19,2024-11-16,2024-11-20,41,4156.418440785097,Pending,South,Zone3,78,GroupB,Unit3,5434,10405,AgentC,Small,High,15906,0.08979108749564751,NetBanking,11.740908633117208,208.3976174433025,INR,0.849548276033341,Warehouse2,0,True
322,1608,Retail,132,30,2024-11-17,2024-11-21,24,6512.964906208386,Pending,East,Zone2,97,GroupC,Unit1,5195,10407,AgentB,Large,Low,14063,0.19584965574039706,NetBanking,12.000615349183477,93.42221872125363,INR,1.2095548603415032,Warehouse2,4,True
323,1200,Wholesale,745,45,2024-11-18,2024-11-22,35,253.5324732032626,Cancelled,South,Zone3,42,GroupA,Unit2,5854,10124,AgentA,Medium,Low,18644,0.19196687627977538,UPI,8.307466385541947,109.2832213713865,USD,1.297167807377422,Warehouse1,1,True
324,1123,Wholesale,978,21,2024-11-19,2024-11-23,56,2880.731455343813,Cancelled,North,Zone2,81,GroupB,Unit3,5248,10336,AgentC,Medium,Medium,18142,0.06582734111121606,NetBanking,5.939564210535598,459.9683435847887,USD,1.4420913881184452,Warehouse3,4,True
325,1186,Retail,178,11,2024-11-20,2024-11-24,30,2158.7679569649604,Delivered,South,Zone3,97,GroupA,Unit1,5497,10340,AgentA,Medium,High,41644,0.17718473408336066,UPI,14.68033035248768,430.557064199418,EUR,1.2174881792137773,Warehouse2,2,False
326,1325,Wholesale,558,22,2024-11-21,2024-11-25,57,515.6557462049234,Cancelled,South,Zone1,59,GroupA,Unit2,5211,10562,AgentA,Large,Low,43521,0.16952227484312987,NetBanking,14.853679531309897,107.53170985197266,EUR,1.4762349861990018,Warehouse3,3,True
327,1463,Wholesale,669,62,2024-11-22,2024-11-26,94,4844.674890153921,Delivered,East,Zone1,93,GroupA,Unit3,5664,10177,AgentC,Large,Medium,21564,0.042136079465512566,NetBanking,17.971873151790298,439.07468571566164,USD,0.9757385128100382,Warehouse2,2,True
328,1348,Wholesale,637,41,2024-11-23,2024-11-27,47,1899.0606029587493,Cancelled,North,Zone3,25,GroupA,Unit3,5669,10650,AgentB,Small,Medium,49619,0.12485808015665395,Card,16.70038441695133,112.50120373961283,INR,0.9799428270171261,Warehouse3,0,True
329,1770,Wholesale,581,25,2024-11-24,2024-11-28,35,7456.507242350664,Pending,East,Zone2,85,GroupB,Unit1,5465,10951,AgentC,Small,Medium,15104,0.014536463117962972,UPI,17.03880683872935,317.0076976563716,EUR,1.1344100080114765,Warehouse3,0,False
330,1659,Retail,529,41,2024-11-25,2024-11-29,19,8494.48604925715,Cancelled,South,Zone1,86,GroupA,Unit2,5873,10838,AgentC,Large,High,37299,0.16734214411669235,UPI,15.376649734671245,49.827456427139964,USD,1.0068015048927257,Warehouse3,4,False
